,text
310,ESA European Space Agency announced the formal adoption of LISA the Laser Interferometer Space Antenna to its mission lineup with launch slated for the mids
311,ESA leads the mission with NASA serving as a collaborative partner
312,In  the groundbased LIGO observatory cracked open the window into gravitational waves disturbances that sweep across spacetime the fabric of our universe said Mark Clampin director of the Astrophysics Division at NASA Headquarters in Washington
313,LISA will give us a panoramic view allowing us to observe a broad range of sources both within our galaxy and far far beyond it
314,Were proud to be part of this international effort to open new avenues to explore the secrets of the universe
315,The LISA mission will enable observations of gravitational waves produced by merging supermassive black holes seen here in a computer simulation
316,Most big galaxies contain central black holes weighing millions of times the mass of our Sun
317,Credit NASAs Goddard Space Flight CenterScott Noble simulation data dAscoli et al
318,NASA will provide several key components of LISAs instrument suite along with science and engineering support
319,NASA contributions include lasers telescopes and devices to reduce disturbances from electromagnetic charges
320,LISA will use this equipment as it measures precise distance changes caused by gravitational waves over millions of miles in space
321,ESA will provide the spacecraft and oversee the international team during the development and operation of the mission
322,Gravitational waves were predicted by Albert Einsteins general theory of relativity more than a century ago
323,They are produced by accelerating masses such as a pair of orbiting black holes
